"","isocode","income","gdp_per_capita_usd","unemployment_rate","inflation_rate","health_expenditure_pct_gdp","health_expenditure_per_capita","population","gdp_total_usd","date","totalvaccinations","peoplevaccinated","peoplefullyvaccinated","totalboosters","dailyvaccinationsraw","dailyvaccinations","totalvaccinationsperhundred","peoplevaccinatedperhundred","peoplefullyvaccinatedperhundred","totalboostersperhundred","dailyvaccinationspermillion","dailypeoplevaccinated","dailypeoplevaccinatedperhundred"
"144","cyp","High income",36551.41796875,6.098,3.54134188751663,9.10995388,3282.81738281,1344976,33886930712.3394,2023,1798610,671193,646142,481275,10435,17,200.74,74.91,72.11,53.71,19,4,0
"145","cyp","High income",33734.29296875,7.513,2.44608867175474,9.47552109,3118.24267578,1317309,30372874319.6285,2021,850678.190140845,453853.581560284,381429.208633094,90712.1764705882,6614.59016393443,4333.8217270195,94.9411267605634,50.6532624113475,42.5702158273381,10.1238235294118,4836.82451253482,1789.11142061281,0.199685236768802
"146","cyp","High income",33938.9453125,6.806,8.39548297993334,8.87060547,2864.15649414,1331370,30976176886.8521,2022,1734258.78947368,661509.85,635535.548387097,425477.342105263,2471.4,656.139726027397,193.553684210526,73.828,70.9293548387097,47.4855263157895,732.268493150685,72.3534246575342,0.00804383561643835
"147","cze","High income",27696.4619527544,2.803,3.83984491500146,9.45247459,2538.03344727,10505772,290972714482.313,2021,7315632.23287671,3967441.58630137,3280124.50136986,218236.902654867,42431.8547945206,42081.1068493151,69.7127945205479,37.8067397260274,31.2570410958904,2.07870206489676,4009.98904109589,18676.2328767123,0.177964383561644
"148","cze","High income",23472.8915454417,2.55,3.16129528497801,9.15721989,2106.28027344,10697858,251109660602.536,2020,6875.2,6874.6,1,555673.615384615,2647.5,2730.5,0.064,0.064,0,16.0124783861671,260.25,2730,0.02575
"149","cze","High income",31591.1770732969,2.579,10.6612601372426,8.53962803,2609.24072266,10864042,343207874553.734,2023,18703749.4192547,6979683.23291925,6895244.9689441,5240784.63975155,1446.28767123288,1162.89863013699,178.233354037267,66.5112732919255,65.7066770186335,49.9404658385093,110.849315068493,11.1013698630137,0
"150","cze","High income",28282.2236715857,2.224,15.1001651468371,8.79904652,2431.08496094,10672118,301831228325.556,2022,17737023.771978,6958857.2032967,6864384.59615385,4324103.18406593,8545.17355371901,8868.01095890411,169.020961538462,66.3126923076923,65.4127747252747,41.2056868131868,845.057534246575,428.630136986301,0.00410958904109589
"151","dnk","High income",58049.6139606671,5.094,3.30517811237606,9.41784573,3568.8379287675,5946952,407091920305.404,2023,14953080.974359,4746355.69230769,4711752,3616539.43589744,10435,110.599264705882,254.20717948718,80.6884615384615,80.1023076923077,61.4825641025641,18.7977941176471,3.17279411764706,0
"152","dnk","High income",58049.6139606671,5.043,1.8530454398968,10.74728584,3568.8379287675,5856733,408378204639.999,2021,5116141.05660377,2668968.22641509,2292873.03846154,262233.488888889,10435,32072,86.9754716981132,45.3732075471698,38.98,4.45733333333333,5452.31780821918,12826.8684931507,0.218049315068493
"153","dnk","High income",58049.6139606671,4.434,7.6965669988926,9.4758625,3568.8379287675,5903037,401945576107.963,2022,13374248.1346154,4740596.34615385,4699314.19230769,3543850.76923077,10435,8822.39452054794,227.365961538462,80.5913461538462,79.8888461538462,60.2469230769231,1499.82465753425,168.953424657534,0.00276986301369863
"154","dnk","High income",58049.6139606671,5.637,0.420711974110115,10.71854591,3568.8379287675,5831404,355631021931.621,2020,6.5,6.5,1541441.84210526,555673.615384615,10435,167.384615384615,0,0,39.9728125,16.0124783861671,28.3846153846154,167.384615384615,0.00292307692307692
"155","dji","Lower middle income",3554.83918868372,5.6365,1.49506816515088,5.73500204,265.85464478,1152944,4098530513.55777,2023,393359.333333333,372733.333333333,352368.333333333,555673.615384615,10435,315.572953736655,35.0941666666667,33.2541666666667,31.4383333333333,16.0124783861671,281.466192170818,315.572953736655,0.0284555160142349
"156","dji","Lower middle income",3019.69343880209,5.6365,1.18191775339802,2.88669515,87.16930389,1121248,3385825228.86997,2021,38844.8181818182,26113.9090909091,16085.7777777778,555673.615384615,10435,473.232558139535,3.46545454545455,2.32909090909091,1.43444444444444,16.0124783861671,422.077519379845,390.806201550388,0.0348100775193798
"157","dji","Lower middle income",3231.30015326477,5.6365,5.17980847967061,2.49675012,81.80969238,1137096,3674298479.07676,2022,221420.871794872,199785.05,168659.170731707,555673.615384615,12179,605.487671232877,19.7548717948718,17.825,15.0470731707317,16.0124783861671,540.208219178082,606.890410958904,0.0541178082191781
"158","dma","Upper middle income",8262.65091316727,6.133,1.4831944499819,6.31661367,521.84313965,67202,555266666.666667,2021,33732.8644067797,19410.5438596491,18945.9302325581,555673.615384615,802.125,181.318885448916,46.3628813559322,26.6782456140351,26.0397674418605,16.0124783861671,2492.09907120743,94.702786377709,0.130179566563467
"159","dma","Upper middle income",9085.67412772363,6.133,7.7806152516404,6.31969738,574.41748047,66826,607159259.259259,2022,63529.1395348837,32171.3488372093,29717.5238095238,3700.78947368421,10435,34.6285714285714,87.3158139534884,44.2167441860465,40.8445238095238,5.08578947368421,475.917857142857,10.725,0.0147285714285714
"160","dom","Upper middle income",8472.47982000992,7.702,8.24300347981809,4.91807747,416.68310547,11123476,94243425938.3647,2021,9103896.26415094,4912521.76603774,3899632.75102041,877725.062146893,49206.668,44088.2789968652,81.0763396226415,43.7492452830189,34.7292244897959,7.81661016949152,3926.3197492163,21755.1661442006,0.193755485893417
"161","dom","Upper middle income",10109.5234003521,5.504,8.81109209279587,4.57254791,462.26287842,11230734,113537368176.13,2022,15635382.5367412,7204252.69329073,5967486.33546326,2309292.37179487,6130.5871886121,5783.52876712329,139.243258785942,64.1585623003195,53.1443769968051,20.5654166666667,515.057534246575,998.435616438356,0.00888219178082191
"162","dom","Upper middle income",10717.6276712204,5.555,4.78561281021135,6.868320705,478.728759765,11331265,121444279313.931,2023,16291614.372093,7325473.44186047,6095596.69767442,2546392.93023256,1319.25,713.207182320442,145.087441860465,65.2383720930233,54.2851162790698,22.6772093023256,63.585635359116,184.099447513812,0.001646408839779
"163","ecu","Upper middle income",6609.80408154957,3.51,2.21568764237058,6.868320705,478.728759765,17980083,118844826000,2023,39446424.0714286,15325860.0714286,14228713.8571429,10457040.2142857,5540,2815.78888888889,219.135714285714,85.14,79.0435714285714,58.0921428571429,156.411111111111,189.211111111111,0.00108888888888888
"164","ecu","Upper middle income",6075.8026572556,4.552,0.133251386096389,8.20646191,498.60794067,17682454,107435101000,2021,10857976.0364742,6392932.68389058,4681294.81072555,433340.97260274,84042.853125,79421.8666666667,60.3187537993921,35.5144680851064,26.0058675078864,2.40739726027397,4412.06086956522,41139.9391304348,0.228559420289855
"165","ecu","Upper middle income",6540.99824522101,3.761,3.46616972213077,7.53457022,492.83575439,17823897,116586079000,2022,33869631.8607595,14983304.2067511,13761635.721519,5678008.13924051,40984.9082969432,32639.8547945205,188.154261603376,83.2355274261603,76.449029535865,31.5425316455696,1813.14520547945,3092.96438356164,0.0172821917808219
"166","egy","Lower middle income",3827.35415374308,7.441,5.21404940513043,4.60955143,176.93664551,110957008,424671765455.704,2021,15221737.25,10017588.4745763,5856311.2,555673.615384615,230975.222222222,159875.988269795,13.7145,9.02559322033898,5.276,16.0124783861671,1440.41642228739,99461.0527859238,0.0896304985337243
"167","egy","Lower middle income",3457.45691570455,7.334,17.5244052090562,5.73500204,265.85464478,114535772,396002496996.96,2023,106413851.384615,55235439.1538462,41148710.8461538,12547983.9230769,10435,82185.7517730496,95.8769230769231,49.7653846153846,37.0746153846154,11.3069230769231,740.517730496454,22279.6524822695,0.0200851063829787
"168","egy","Lower middle income",4233.30783744856,7.344,13.8956609775178,4.70438385,170.97909546,112618250,476747720364.742,2022,84977606.2391304,47163132.1590909,34560151.452381,5545338.10526316,78722,127461.443835616,76.5634782608696,42.4927272727273,31.1385714285714,4.99657894736842,1148.40547945205,54321.7671232877,0.0489753424657534
"169","slv","Upper middle income",4642.60743101342,4.327,3.46692585313082,10.12668991,470.14025879,6255782,29043140000,2021,4521315.83225806,2549488.34868421,2112058.92753623,473918.511627907,54675.7415730337,30306.9242902208,71.3545161290323,40.2353289473684,33.3323188405797,7.47906976744186,4782.95583596215,14150.1356466877,0.223324921135647
"170","slv","Upper middle income",5093.51833879776,2.999,7.19861615609867,9.84079742,501.24411011,6280319,31988920000,2022,10463446.0645161,4578470,4271743.61290323,1613232.4516129,24523.75,6103.15636363636,165.132903225806,72.2567741935484,67.4164516129032,25.4590322580645,963.163636363636,616.967272727273,0.00971272727272727
"171","gnq","Upper middle income",6945.63069794539,8.976,-0.0971007664640198,3.39468098,236.81486511,1758786,12215878032.7166,2021,311682.058823529,180679.268656716,131558.955223881,555673.615384615,639,1543.78620689655,18.6088235294118,10.7867164179104,7.85462686567164,16.0124783861671,921.727586206897,843.541379310345,0.0503655172413793
"172","gnq","Upper middle income",7589.29964909381,8.455,4.78671704710803,2.91350007,190.09381104,1803545,13687643435.6249,2022,474015.833333333,262288.75,207203.75,3957,10435,172.170731707317,28.3008333333333,15.66,12.36875,0.234,102.926829268293,99.2878048780488,0.00590731707317073
"173","est","High income",30133.304450454,6.378,9.15922507983982,9.10995388,3282.81738281,1370286,41291245222.1948,2023,2119147.17630058,869355.060693642,861851.130057803,607605.936416185,197.87125748503,181.791780821918,159.80725433526,65.5593352601156,64.9928034682081,45.8202312138728,137.128767123288,4.23287671232877,0.000257534246575342
"174","est","High income",23933.9939421065,6.956,-0.44453109767983,7.57906437,1789.03417969,1329522,31820771493.8974,2020,1188,1188,35.6,555673.615384615,571,449.25,0.09,0.09,0.002,16.0124783861671,339,449.25,0.034
"175","est","High income",27953.7670230126,6.178,4.65316673847473,7.47860336,2091.15649414,1330932,37204563051.4723,2021,873991.107142857,493226.909340659,413402.785714286,48654.8277777778,4976.17079889807,4920.21095890411,65.9087912087912,37.1949175824176,31.1752747252747,3.66916666666667,3710.3698630137,2301.26301369863,0.173553424657534
"176","est","High income",28451.1477825175,5.571,17.5244052090562,6.98701143,1998.88549805,1348840,38376046174.971,2022,2003336.05205479,862244.221917808,853877.323287671,497664.57260274,801.501369863014,833.797260273973,151.073917808219,65.0228767123288,64.392,37.5293698630137,628.761643835616,76.2739726027397,0.00576712328767123
"177","swz","Lower middle income",3610.60879677551,5.6365,6.34221743124953,4.2881484,79.713478085,1230506,4442875788.08505,2023,844329.066666667,516859.2,419900.266666667,168202.933333333,10435,471.651612903226,70.262,43.0146666666667,34.942,13.9966666666667,392.432258064516,119.141935483871,0.00990322580645161
"178","swz","Lower middle income",3926.48687364215,5.6365,6.34221743124953,7.38329172,296.82846069,1206593,4737671576.32851,2021,167621.957446809,137175.574468085,143131.395348837,555673.615384615,9230.41666666667,1485.00724637681,13.9487234042553,11.4155319148936,11.9113953488372,16.0124783861671,1235.84057971014,1246.57608695652,0.103731884057971
"179","swz","Lower middle income",3852.08573272946,5.6365,6.34221743124953,7.2226615,283.88345337,1218917,4695372785.0814,2022,560722.333333333,395291.260869565,325654.833333333,93353.2222222222,10435,1087.01643835616,46.66,32.8947826086956,27.1025,7.77,904.627397260274,475.586301369863,0.0394684931506849
"180","eth","Low income",1011.0732858233,3.409,17.5244052090562,2.85274577,27.0685215,125384287,126772703047.701,2022,19909164.6530612,15925969.5102041,22480026.7272727,818805.875,451124.833333333,116403.191780822,16.1363265306122,12.9089795918367,18.2209090909091,0.66375,943.616438356164,94110.4547945205,0.0762219178082192
"181","eth","Low income",1272.01628209211,3.402,17.5244052090562,5.92793417,37.661224365,128691692,163697927593.982,2023,57554542.5,46062851.75,39023364.25,3583497.25,10435,90336.5405405406,46.6475,37.3325,31.63,2.905,732.168918918919,51305.0135135135,0.0413445945945946
"182","eth","Low income",910.947840320752,3.935,17.5244052090562,3.2075386,26.06936646,122138588,111261882958.426,2021,3957147.62445415,3496753.81904762,1541441.84210526,555673.615384615,44666.0563380282,39511.5468164794,3.20751091703057,2.83409523809524,39.9728125,16.0124783861671,320.239700374532,33745.5243445693,0.0273632958801498
"183","fro","High income",58049.6139606671,5.602,3.78989858162972,9.10995388,3282.81738281,53315,3664686796.62669,2021,47924.1503759398,26226.1804511278,21311.0676691729,12864.5,491.384615384615,271.797619047619,90.223984962406,49.3751127819549,40.1210526315789,24.22,5117.02976190476,111.422619047619,0.209738095238095
"184","fro","High income",58049.6139606671,5.602,3.78989858162972,9.10995388,3282.81738281,53952,3566698397.6602,2022,101732.318181818,41618.6818181818,40781.5,19332.1363636364,319.222222222222,178.367346938776,191.524545454545,78.3531818181818,76.7763636363636,36.3959090909091,3358,5.87755102040816,0.0110816326530612
"185","fji","Upper middle income",4696.17101880318,4.701,0.155855722131516,7.06084681,331.58413696,916711,4305031630.81808,2021,677322.189189189,419464.297297297,318024.733333333,555673.615384615,28295,4397.32179930796,72.8481081081081,45.1151351351351,34.2036666666667,16.0124783861671,4729.47058823529,2293.79238754325,0.246716262975779
"186","fji","Upper middle income",5888.73668639357,4.322,2.14817440623896,3.57928777,212.88697815,924145,5442046565.04719,2023,1553380.11764706,711849.9375,640922.352941177,171194.470588235,10435,30.7355371900826,167.072352941176,76.561875,68.9341176470588,18.4117647058824,33.0826446280992,3.52066115702479,0.000272727272727273
"187","fji","Upper middle income",5405.03007408295,4.446,4.52019266394958,4.00910091,217.15068054,919422,4969503560.7735,2022,1450550.43137255,695868.68627451,631581.229166667,150609.289473684,10435,770.805479452055,156.012549019608,74.8429411764706,67.928125,16.1984210526316,829.016438356164,135.317808219178,0.0145643835616438
"188","fin","High income",53099.1351400148,7.617,2.19457432340007,9.83458328,3568.8379287675,5541017,294223210496.119,2021,4919245.67857143,2504289.95652174,1649249.39583333,445150.5,42248,26268.8922651934,88.7835714285714,45.1976086956522,29.7654166666667,8.033,4741.04143646409,11852.7127071823,0.213908839779006
"189","fin","High income",50438.4753952355,6.719,7.12350773301402,9.6589222,3568.8379287675,5556106,280241515774.32,2022,11625200.1521739,4463658.42372881,4253075,2923019.84782609,27503.9024390244,10007.0904109589,209.813260869565,80.561186440678,76.7596153846154,52.7551086956522,1806.12328767123,675.364383561644,0.0121178082191781
"190","fin","High income",52925.6897638424,7.151,6.25064322154763,9.10995388,3282.81738281,5583911,295532341254.907,2023,13214227.8787879,4524150.33333333,4346754.83333333,4342337.86486487,10435,482.93698630137,238.491515151515,81.65,78.4516666666667,78.37,87.1890410958904,0.504109589041096,0
"191","fra","High income",39169.8606000707,8.009,0.476498852725066,12.07226849,3568.8379287675,67601110,32389335868.1661,2020,1691.6,1690.6,1.25,555673.615384615,502.25,570.5,0,0,0,16.0124783861671,8.25,570.25,0.001
"192","fra","High income",41082.8119320747,7.308,5.22236748369735,11.8819046,3568.8379287675,68065015,32389335868.1661,2022,145718686.389041,54452117.9013699,52744951.9945205,39603408.9671233,80030.9369863014,83546.9068493151,214.883068493151,80.2974246575343,77.7800273972603,58.4009589041096,1232.01917808219,4102.84657534247,0.00616712328767123
"193","fra","High income",44690.9345395117,7.335,4.87835726508441,9.10995388,3282.81738281,68287487,32389335868.1661,2023,154325247.984293,54668253.1832461,53179392.8586387,47560006.4240838,5420.0942408377,5753.97382198953,227.574764397906,80.6165968586387,78.4210471204188,70.1340314136126,84.8848167539267,179.38219895288,0.000172774869109948
"194","fra","High income",43725.0999521245,7.874,1.64233141038385,12.29229355,3568.8379287675,67842811,32389335868.1661,2021,55587037.569863,30631390.0712329,23479168.5068493,2113876.15384615,340394.824657534,336705.942465753,81.9712054794521,45.1705479452055,34.6233150684931,3.11709401709402,4965.21917808219,145601.920547945,0.214720547945205
"195","pyf","High income",21982.9038942614,12.531,2.20073235144786,10.0194025,3269.70385742,279792,6150640646.38319,2021,153076.489361702,82709.0212765957,71897.1956521739,555673.615384615,427.5,992.566265060241,49.9770212765957,27.0034042553192,23.4726086956522,16.0124783861671,3240.59939759036,512.873493975904,0.167439759036145
"196","pyf","High income",20738.6499971661,11.888,2.20073235144786,10.0194025,3269.70385742,280378,5814661208.90544,2022,412806.909090909,185377.136363636,177894.863636364,91184,10435,462.430136986301,134.775909090909,60.5222727272727,58.0786363636364,29.7707692307692,1509.71232876712,51.5095890410959,0.0169342465753425
"197","pyf","High income",35125.5224984723,11.749,2.20073235144786,10.0194025,3269.70385742,281118,24999113475.8368,2023,502652,190908,186503,112237,10435,25.5454545454545,164.11,62.33,60.89,36.64,83.4132231404959,0.56198347107438,0.000264462809917355
"198","gab","Upper middle income",7802.83659565049,5.6365,3.62901534185376,6.10870004,409.552917485,2484789,19388402541.6698,2023,572672,311244,257471,2592,10435,0,23.97,13.03,10.78,0.11,0,3,0
"199","gab","Upper middle income",8181.40914134656,5.6365,1.0869074651941,2.69024062,228.84915161,2376722,19444935097.2395,2021,115687.543478261,67966.8913043478,52265.4761904762,555673.615384615,1486,1548.95070422535,4.84326086956522,2.8445652173913,2.18761904761905,16.0124783861671,648.362676056338,864.06338028169,0.0361760563380282
"200","gab","Upper middle income",8409.2074145028,5.6365,4.23124798274579,2.85591531,247.09622192,2430747,20440655695.1804,2022,557927.5,304593.133333333,252791.294117647,2110.46666666667,10435,364.041095890411,23.354375,12.748,10.5811764705882,0.0893333333333333,152.397260273973,180.353424657534,0.00756164383561643
"201","gmb","Low income",781.890925169531,6.269,7.37034758876618,3.19251013,25.39263344,2576010,2014158842.14596,2021,152909.454545455,136057.03030303,164838.625,555673.615384615,429,997.949494949495,5.65121212121212,5.02727272727273,6.09208333333333,16.0124783861671,368.79797979798,891.454545454545,0.0328922558922559
"202","gmb","Low income",888.157407724123,6.479,16.9742129632327,5.92793417,37.661224365,2697845,2396111021.64149,2023,1444492,674314,495453.5,42130.25,10435,2616.66666666667,53.38,24.92,18.31,1.5575,966.987179487179,944,0.035
"203","gmb","Low income",836.244875868476,6.076,11.5131198380505,3.41435836,28.89956109,2636470,2204734527.88096,2022,646081.166666667,418109.714285714,354325.142857143,12342.4,10435,2588.69589041096,23.8766666666667,15.4528571428571,13.0928571428571,0.454,956.547945205479,914.780821917808,0.0336383561643836
"204","geo","Upper middle income",6729.84659930283,11.647,11.8981654203198,7.25569582,477.70956421,3712502,24984568959.605,2022,2792599.75454545,1553139.7,1239460.05454545,80818,3569.74025974026,1539.36713286713,74.5812727272727,41.4789090909091,33.1017272727273,2.16,411.153846153846,1052.45804195804,0.0282167832167832
"205","geo","Upper middle income",5083.60695484577,11.791,9.56691433824769,8.3153286,413.7199707,3708610,18853115588.8106,2021,961309.129213483,550916.661016949,445537.860759494,555673.615384615,9923.95798319328,8530.41438356164,25.6733146067416,14.7132768361582,11.8986075949367,16.0124783861671,2278.21232876712,4636.84589041096,0.123811643835616
"206","deu","High income",54343.2265084958,3.068,5.94643667725823,11.79903221,3568.8379287675,83280000,32389335868.1661,2023,192017151.195876,64871453.2268041,63557653.8247423,64669351.4329897,6540.35051546392,6825.75257731959,230.319587628866,77.8112371134021,76.2359793814433,77.5690721649485,81.8659793814433,128.412371134021,0
"207","deu","High income",47379.765194548,3.881,0.144877925813982,12.6902256,3568.8379287675,83160871,32389335868.1661,2020,104705,104705,1541441.84210526,555673.615384615,45625,35505.25,0.126,0.126,39.9728125,16.0124783861671,426,35505.25,0.04275
"208","deu","High income",49686.1154582583,3.12,6.87257438551097,12.60513115,3568.8379287675,83797985,32389335868.1661,2022,181365531.49863,64596161.3643836,63037704.6109589,55865882.1232877,103070.4,106543.350684932,217.543506849315,77.4812328767123,75.6121369863014,67.0098904109589,1277.94520547945,6096.90136986301,0.00731780821917808
"209","deu","High income",52265.6541620571,3.594,3.06666666666673,12.90171242,3568.8379287675,83196078,32389335868.1661,2021,67926882.4575343,36885358.5287671,30588497.4102564,4310515.46153846,421258.715068493,418085.090410959,81.4764657534247,44.2431780821918,36.690056980057,5.17047008547009,5014.83835616438,171437.189041096,0.205643835616438
"210","gha","Lower middle income",2445.50081810782,3.384,9.9710886750444,3.86030865,94.40388489,32518665,79524421861.2743,2021,1738507.96666667,1307619.66666667,829990.0625,555673.615384615,45237.5,26686.1606557377,5.19333333333333,3.90633333333333,2.48,16.0124783861671,797.154098360656,19459.6721311475,0.058144262295082
"211","gha","Lower middle income",2240.27945094566,3.084,17.5244052090562,3.6993649,82.32108307,33149152,74263364041.8742,2022,16444458.64,10274366.8214286,6901438.43333333,1252489.76923077,10435,37879.2328767123,49.1236,30.6917857142857,20.616,3.74153846153846,1131.62191780822,18218.5726027397,0.0544493150684931
"212","gha","Lower middle income",2260.28741289427,3.063,17.5244052090562,4.2881484,79.713478085,33787914,76370396722.154,2023,23194376.5,13266023,10215560,3986001.5,10435,19929.2786885246,69.29,39.6325,30.5175,11.91,595.420765027322,7356.51912568306,0.0223005464480874
"213","grc","High income",17886.733165236,15.899,-1.24798355581405,9.5242157,1674.78417969,10698599,191362985554.861,2020,1396.25,1396.25,1541441.84210526,555673.615384615,630.666666666667,633,0.0125,0.0125,39.9728125,16.0124783861671,61,633,0.006
"214","grc","High income",20654.7001960815,14.656,1.22382501019854,9.18476486,1846.37304688,10569207,218303801895.326,2021,7889355.91040462,4202022.48554913,3783621.14803625,992704.95412844,50644.3577981651,47155.6575342466,75.9690751445087,40.4624855491329,36.4338670694864,9.55926605504587,4540.74520547945,20370.1506849315,0.196153424657534
"215","grc","High income",20971.8349258283,12.426,9.64525981280632,8.49983692,1768.11071777,10436882,218880566444.349,2022,20886628.7232877,7885809.84383562,7576020.63561644,6003277.32328767,12459.2767123288,13150.704109589,201.123260273973,75.9351232876712,72.9519452054794,57.8070684931507,1266.35068493151,1360.8,0.0130383561643836
"216","grc","High income",23400.7278817691,11.066,3.46480128513405,9.10995388,3282.81738281,10405588,243498333237.802,2023,22136524.8240469,7935322.19354839,7645637.26979472,7134515.25806452,873.750788643533,773.619178082192,213.15926686217,76.4118181818182,73.6218475073314,68.7003812316716,74.4821917808219,13.0164383561644,0
"217","grl","High income",57116.295770722,5.602,3.78989858162972,9.10995388,3282.81738281,56653,3235809504.29871,2021,43943.452173913,25772.6782608696,18337.0438596491,555673.615384615,645.940298507463,225.272189349112,77.7837391304348,45.6205217391304,32.4583333333333,16.0124783861671,3987.50295857988,112.452662721893,0.199139053254438
"218","grd","Upper middle income",11246.3451228921,6.133,2.69612269814564,6.868320705,478.728759765,117081,1316733333.33333,2023,90686,44241,39034,7411,10435,1,72.28,35.26,31.11,5.91,8,0,0
"219","grd","Upper middle income",10474.2652893842,6.133,2.5805392590792,4.94846392,521.23730469,116913,1224577777.77778,2022,87952.4901960784,43472.8235294118,38158.1960784314,6564.37777777778,61,30.6630136986301,70.1050980392157,34.6511764705882,30.4150980392157,5.232,244.490410958904,7.48767123287671,0.006
"220","grd","Upper middle income",9622.24050459345,6.133,1.21951193916838,5.34433317,514.32141113,116688,1122800000,2021,35181.1886792453,21317.8490566038,16289.4444444444,555673.615384615,345.666666666667,245.938080495356,28.0411320754717,16.9918867924528,12.984,16.0124783861671,1960.30030959752,128.594427244582,0.102467492260062
"221","gtm","Upper middle income",5762.82174615918,2.344,6.20657592272126,6.868320705,478.728759765,18124838,104450210572.012,2023,20162839.1875,8896720.75,7080397.75,4185720.6875,7837,3051.37878787879,112.994375,49.860625,39.680625,23.458125,171,585,0.00334848484848484
"222","gtm","Upper middle income",4913.94712869347,2.174,4.26105127422813,6.97680426,341.14865112,17598650,86478835636.3813,2021,4144249.76470588,2677938.57439446,1566050.71111111,77520.1666666667,37981.190647482,36363.6828478964,23.2249826989619,15.0075778546713,8.77651851851852,0.434166666666667,2037.83818770227,21073.003236246,0.118064724919094
"223","gtm","Upper middle income",5358.08963795,3.051,6.88512823344287,7.44098806,396.07998657,17847877,95630524813.106,2022,15754364.4907407,7654963.82407407,5869307.00925926,2230093.65740741,59771.612244898,23900.0246575342,88.29,42.8990740740741,32.8924074074074,12.4976851851852,1339.38082191781,6430.85753424658,0.0360109589041096
"224","gin","Lower middle income",1244.96550477914,5.827,12.5972882566934,3.7175858,44.10476303,13710513,17069115737.8259,2021,1147998.23622047,724495.95620438,371569.149606299,555673.615384615,17148.1428571429,10165.5345454545,8.28314960629921,5.22766423357664,2.68125984251968,16.0124783861671,733.48,6721.17073170732,0.0484808362369338
"225","gin","Lower middle income",1416.59612011764,5.267,10.4930409984424,3.95847702,55.03785324,14055137,19910452541.9219,2022,5478159.73170732,3952864.67741935,2135863.75,116450.857142857,50607.4,17203.4602739726,39.5265853658537,28.5216129032258,15.4102777777778,0.84,1241.24383561644,12246.1342465753,0.0883780821917808
"226","gin","Lower middle income",1541.04050914957,5.244,7.80497591927973,4.2881484,79.713478085,14405468,22199409741.2578,2023,10743402.1666667,7743304.66666667,4839729.33333333,318609.166666667,10435,10847.3520599251,77.5183333333333,55.87,34.9216666666667,2.29666666666667,782.737827715356,8541.47191011236,0.0617378277153558
"227","gnb","Low income",900.407780831491,3.031,2.24248879577659,8.16332626,68.37879181,2058841,1853796455.89489,2021,211487.692307692,199015.192307692,13512.125,555673.615384615,1658,1756.50643776824,10.045,9.45153846153846,0.64125,16.0124783861671,834.274678111588,1657.36480686695,0.0787467811158798
"228","gnb","Low income",853.281304044102,2.666,9.39383877456591,8.11358356,66.05480957,2105529,1796608530.82267,2022,510509.681818182,474199.454545455,246128.3,345.666666666667,10435,491.780821917808,24.2454545454545,22.5209090909091,11.6905,0.0166666666666667,233.46301369863,420.619178082192,0.0198383561643836
"229","gnb","Low income",951.242748289294,2.65,7.48166622718465,5.92793417,37.661224365,2153339,2048348108.35852,2023,705543.545454545,643750.5,451415.7,22476.5,10435,1129.68402777778,33.5072727272727,30.576,21.439,1.07,536.475694444444,703.861111111111,0.0334340277777778
"230","guy","High income",20765.3503593109,12.025,2.82110335099641,7.48661852,1270.97814941,826353,17159509565.4676,2023,960133,495285,381984,82864,10435,84,118.72,61.24,47.23,10.25,104,21,0.003
"231","guy","High income",17913.4910146288,12.013,6.11505550109935,3.00636959,531.62786865,821637,14718387016.7866,2022,849928.918918919,457356.953488372,343815.27027027,55341.1627906977,29706,660.416438356164,105.094054054054,56.553023255814,42.5135135135135,6.84232558139535,816.731506849315,230.030136986301,0.0284493150684932
"232","guy","High income",9860.87233445443,14.557,5.03285574626702,4.92369986,462.59054565,815482,8041363893.04556,2021,455284.056818182,289831.215909091,179439.24691358,8423.66666666667,2851.5,2214.77399380805,56.2967045454545,35.8382954545455,22.188024691358,1.04,2738.61609907121,1271.78637770898,0.157306501547988
"233","hti","Lower middle income",1760.62635668777,14.635,17.5244052090562,3.20848918,52.29947662,11503606,20253551920.5516,2022,310266.28125,215503.4375,140978.875,555673.615384615,10435,862.819178082192,2.679375,1.86125,1.2175,16.0124783861671,74.4356164383562,760.013698630137,0.00650958904109589
"234","hti","Lower middle income",1835.44394078496,15.28,16.8415240198785,3.44216156,57.62987518,11374586,20877414952.6375,2021,60717.7708333333,43647.3541666667,17719.3191489362,555673.615384615,2438.41176470588,1180.85714285714,0.524166666666667,0.3775,0.151702127659574,16.0124783861671,101.886904761905,744.708333333333,0.00642857142857142
"235","hti","Lower middle income",1705.77905452248,14.556,17.5244052090562,8.356764315,210.608688355,11637398,19850829757.5418,2023,608011.571428571,471755.285714286,305092.571428571,555673.615384615,10435,462.316804407714,5.24714285714286,4.07142857142857,2.63285714285714,16.0124783861671,40.0716253443526,330.754820936639,0.0029090909090909
"236","hnd","Lower middle income",2735.14751503977,8.506,4.48087963413445,9.16101742,253.63349915,10289877,28144331506.6149,2021,2734172.35849057,1513843.88636364,1192852.6,295089.333333333,32718,31107.8758169935,26.2069811320755,14.5104545454545,11.434,2.83,2981.76797385621,15991.9901960784,0.153274509803922
